,Run,Strategy,Correct,Position,Exec_Time,Num_Iterations,Regret_Loss,True_rank,Obtained_rank
10,10,thompson,True,1,0.039626359939575195,1000,173.3187878003107,"[{'arm_7': np.float64(1.0), 'arm_8': np.float64(0.4664609791830974), 'arm_1': np.float64(0.4378186998439867), 'arm_3': np.float64(0.39356507222374654), 'arm_2': np.float64(0.2846855958350422), 'arm_5': np.float64(0.21420398596529827), 'arm_0': np.float64(0.13094838938178233), 'arm_9': np.float64(0.054723676376012664), 'arm_4': np.float64(0.023031158133011875), 'arm_6': np.float64(0.00468764551986689)}]","[{'arm_7': np.float64(0.7158746208291203), 'arm_8': np.float64(0.3302752293577982), 'arm_1': np.float64(0.3238512035010941), 'arm_5': np.float64(0.27380952380952384), 'arm_3': np.float64(0.25925925925925924), 'arm_2': np.float64(0.24489795918367346), 'arm_0': np.float64(0.15789473684210525), 'arm_9': np.float64(0.1111111111111111), 'arm_4': np.float64(0.07142857142857142), 'arm_6': np.float64(0.06666666666666667)}]"
11,11,thompson,True,1,0.018288373947143555,1000,190.6689553422492,"[{'arm_3': np.float64(1.0), 'arm_1': np.float64(0.46479634835255146), 'arm_7': np.float64(0.4609709308060607), 'arm_6': np.float64(0.4470191926779106), 'arm_2': np.float64(0.41548205989224624), 'arm_4': np.float64(0.392303134826948), 'arm_8': np.float64(0.34480674439897124), 'arm_0': np.float64(0.25078095512382415), 'arm_5': np.float64(0.2362201449265886), 'arm_9': np.float64(0.16350355080808027)}]","[{'arm_3': np.float64(0.7066246056782335), 'arm_6': np.float64(0.34812286689419797), 'arm_7': np.float64(0.324468085106383), 'arm_1': np.float64(0.3142857142857143), 'arm_8': np.float64(0.31), 'arm_0': np.float64(0.3050847457627119), 'arm_4': np.float64(0.3049645390070922), 'arm_2': np.float64(0.3017241379310345), 'arm_9': np.float64(0.15789473684210525), 'arm_5': np.float64(0.07692307692307693)}]"
12,12,thompson,True,1,0.019006967544555664,1000,180.92038702307832,"[{'arm_1': np.float64(1.0), 'arm_7': np.float64(0.3918857250043411), 'arm_8': np.float64(0.3175674199417993), 'arm_3': np.float64(0.27149484729371176), 'arm_4': np.float64(0.2635327542294367), 'arm_2': np.float64(0.24241471551825572), 'arm_6': np.float64(0.22383443537940673), 'arm_5': np.float64(0.14459586657573764), 'arm_9': np.float64(0.09892604628615609), 'arm_0': np.float64(0.05571135749249784)}]","[{'arm_1': np.float64(0.7322515212981744), 'arm_7': np.float64(0.3225806451612903), 'arm_8': np.float64(0.2696629213483146), 'arm_2': np.float64(0.24242424242424243), 'arm_6': np.float64(0.24), 'arm_3': np.float64(0.1875), 'arm_5': np.float64(0.15151515151515152), 'arm_9': np.float64(0.14705882352941177), 'arm_4': np.float64(0.1), 'arm_0': np.float64(0.0625)}]"
13,13,thompson,True,1,0.01889657974243164,1000,172.98393076672892,"[{'arm_1': np.float64(1.0), 'arm_8': np.float64(0.4849740389178871), 'arm_5': np.float64(0.42712906717102533), 'arm_2': np.float64(0.3816876315420063), 'arm_9': np.float64(0.37921465809096366), 'arm_4': np.float64(0.2582959016548827), 'arm_6': np.float64(0.25078621961557696), 'arm_0': np.float64(0.22679484772157377), 'arm_7': np.float64(0.21930593599184706), 'arm_3': np.float64(0.0664740188959198)}]","[{'arm_1': np.float64(0.7076612903225806), 'arm_8': np.float64(0.3456561922365989), 'arm_2': np.float64(0.29133858267716534), 'arm_0': np.float64(0.29), 'arm_9': np.float64(0.2558139534883721), 'arm_5': np.float64(0.24390243902439024), 'arm_7': np.float64(0.21153846153846154), 'arm_6': np.float64(0.16666666666666666), 'arm_3': np.float64(0.15384615384615385), 'arm_4': np.float64(0.12)}]"
14,14,thompson,True,1,0.020171403884887695,1000,168.6528436556439,"[{'arm_3': np.float64(1.0), 'arm_7': np.float64(0.43307533422077327), 'arm_9': np.float64(0.398795629686385), 'arm_8': np.float64(0.37650375319533097), 'arm_0': np.float64(0.35672283232911023), 'arm_5': np.float64(0.3092337432718484), 'arm_2': np.float64(0.22920386518880786), 'arm_6': np.float64(0.10082941432705272), 'arm_4': np.float64(0.034144547649952894), 'arm_1': np.float64(8.116803726365696e-07)}]","[{'arm_3': np.float64(0.7381193124368048), 'arm_7': np.float64(0.30824372759856633), 'arm_9': np.float64(0.2937062937062937), 'arm_0': np.float64(0.2787878787878788), 'arm_5': np.float64(0.24324324324324326), 'arm_2': np.float64(0.24096385542168675), 'arm_8': np.float64(0.23684210526315788), 'arm_6': np.float64(0.13333333333333333), 'arm_4': np.float64(0.13043478260869565), 'arm_1': np.float64(0.06666666666666667)}]"
15,15,thompson,True,1,0.02002096176147461,1000,183.84951217236335,"[{'arm_1': np.float64(1.0), 'arm_9': np.float64(0.498603419170189), 'arm_8': np.float64(0.48018105455477544), 'arm_4': np.float64(0.4727762780064307), 'arm_6': np.float64(0.3472298090165396), 'arm_7': np.float64(0.31696329392425704), 'arm_5': np.float64(0.2867215473844007), 'arm_2': np.float64(0.20297393299267158), 'arm_3': np.float64(0.1186498754198872), 'arm_0': np.float64(0.053496873799086464)}]","[{'arm_1': np.float64(0.6802860061287027), 'arm_9': np.float64(0.3782696177062374), 'arm_4': np.float64(0.3333333333333333), 'arm_8': np.float64(0.3115942028985507), 'arm_7': np.float64(0.3023255813953488), 'arm_6': np.float64(0.2835820895522388), 'arm_5': np.float64(0.27692307692307694), 'arm_2': np.float64(0.22916666666666666), 'arm_3': np.float64(0.1111111111111111), 'arm_0': np.float64(0.07142857142857142)}]"
16,16,thompson,True,1,0.020084857940673828,1000,171.73591282466714,"[{'arm_9': np.float64(1.0), 'arm_0': np.float64(0.4745915783898191), 'arm_4': np.float64(0.3900612821217223), 'arm_5': np.float64(0.3766916576944306), 'arm_3': np.float64(0.33098997378394424), 'arm_1': np.float64(0.30262924902734045), 'arm_2': np.float64(0.22565174852446035), 'arm_6': np.float64(0.19050034763594842), 'arm_7': np.float64(0.16214662737190538), 'arm_8': np.float64(0.053484408053977694)}]","[{'arm_9': np.float64(0.7305751765893037), 'arm_4': np.float64(0.32666666666666666), 'arm_5': np.float64(0.29918032786885246), 'arm_0': np.float64(0.2857142857142857), 'arm_1': np.float64(0.2361111111111111), 'arm_6': np.float64(0.23214285714285715), 'arm_3': np.float64(0.2191780821917808), 'arm_2': np.float64(0.14285714285714285), 'arm_8': np.float64(0.14285714285714285), 'arm_7': np.float64(0.12)}]"
17,17,thompson,True,1,0.01889944076538086,1000,161.3706258312037,"[{'arm_0': np.float64(1.0), 'arm_4': np.float64(0.399010684040118), 'arm_7': np.float64(0.31469689242834326), 'arm_2': np.float64(0.26084853409008846), 'arm_5': np.float64(0.2497674063965707), 'arm_1': np.float64(0.2347313113683936), 'arm_6': np.float64(0.2285548743624234), 'arm_8': np.float64(0.22524563846988543), 'arm_9': np.float64(0.19738912103206208), 'arm_3': np.float64(0.18568194939412708)}]","[{'arm_0': np.float64(0.7696969696969697), 'arm_4': np.float64(0.2955665024630542), 'arm_8': np.float64(0.23577235772357724), 'arm_2': np.float64(0.22302158273381295), 'arm_5': np.float64(0.21333333333333335), 'arm_6': np.float64(0.20388349514563106), 'arm_7': np.float64(0.1978021978021978), 'arm_1': np.float64(0.18032786885245902), 'arm_9': np.float64(0.06666666666666667), 'arm_3': np.float64(0.058823529411764705)}]"
18,18,thompson,True,1,0.019999980926513672,1000,150.05509878656244,"[{'arm_5': np.float64(1.0), 'arm_2': np.float64(0.35642502997634407), 'arm_4': np.float64(0.35554380580074957), 'arm_3': np.float64(0.28549899913266025), 'arm_6': np.float64(0.23672440822131274), 'arm_7': np.float64(0.227615846956627), 'arm_1': np.float64(0.12683424910940772), 'arm_8': np.float64(0.09117381580622769), 'arm_9': np.float64(0.028058653220013663), 'arm_0': np.float64(0.01205020420964803)}]","[{'arm_5': np.float64(0.7891566265060241), 'arm_3': np.float64(0.2745762711864407), 'arm_4': np.float64(0.23705722070844687), 'arm_2': np.float64(0.18518518518518517), 'arm_7': np.float64(0.18072289156626506), 'arm_6': np.float64(0.1694915254237288), 'arm_1': np.float64(0.16071428571428573), 'arm_0': np.float64(0.09375), 'arm_8': np.float64(0.09090909090909091), 'arm_9': np.float64(0.05555555555555555)}]"
19,19,thompson,True,1,0.01999974250793457,1000,166.59465630954037,"[{'arm_4': np.float64(1.0), 'arm_5': np.float64(0.4582582775843907), 'arm_6': np.float64(0.4209630677848927), 'arm_1': np.float64(0.40768134516145305), 'arm_9': np.float64(0.3059148137813535), 'arm_7': np.float64(0.1297522627129556), 'arm_8': np.float64(0.08155525486992726), 'arm_2': np.float64(0.0655295526314586), 'arm_0': np.float64(0.03495487553811055), 'arm_3': np.float64(0.023013948277289642)}]","[{'arm_4': np.float64(0.7340748230535895), 'arm_6': np.float64(0.3140794223826715), 'arm_1': np.float64(0.3023255813953488), 'arm_5': np.float64(0.2925764192139738), 'arm_9': np.float64(0.256198347107438), 'arm_7': np.float64(0.16216216216216217), 'arm_8': np.float64(0.15789473684210525), 'arm_2': np.float64(0.15625), 'arm_0': np.float64(0.12), 'arm_3': np.float64(0.07142857142857142)}]"
20,20,thompson,True,1,0.02011728286743164,1000,157.56852816442427,"[{'arm_0': np.float64(1.0), 'arm_2': np.float64(0.492635976379198), 'arm_3': np.float64(0.45654184729844427), 'arm_8': np.float64(0.43916510262929576), 'arm_1': np.float64(0.3563317740719367), 'arm_6': np.float64(0.2906664353530294), 'arm_9': np.float64(0.19833053716372334), 'arm_7': np.float64(0.10348012908133564), 'arm_5': np.float64(0.009842241588320755), 'arm_4': np.float64(0.003163742222276056)}]","[{'arm_0': np.float64(0.7300303336703741), 'arm_3': np.float64(0.3275862068965517), 'arm_2': np.float64(0.30716723549488056), 'arm_8': np.float64(0.2802197802197802), 'arm_6': np.float64(0.24675324675324675), 'arm_1': np.float64(0.23076923076923078), 'arm_9': np.float64(0.16666666666666666), 'arm_7': np.float64(0.16279069767441862), 'arm_5': np.float64(0.09090909090909091), 'arm_4': np.float64(0.0625)}]"
21,21,thompson,True,1,0.017992734909057617,1000,154.46316616099693,"[{'arm_9': np.float64(1.0), 'arm_3': np.float64(0.4966440155186502), 'arm_2': np.float64(0.3974288764568855), 'arm_4': np.float64(0.3508567112595355), 'arm_5': np.float64(0.295635801189095), 'arm_6': np.float64(0.2649997935704185), 'arm_8': np.float64(0.16999877531695295), 'arm_7': np.float64(0.06596137442392525), 'arm_0': np.float64(0.016865993666067947), 'arm_1': np.float64(0.016101142977955896)}]","[{'arm_9': np.float64(0.7369477911646586), 'arm_3': np.float64(0.31529411764705884), 'arm_4': np.float64(0.28517110266159695), 'arm_2': np.float64(0.2465753424657534), 'arm_6': np.float64(0.21839080459770116), 'arm_5': np.float64(0.21212121212121213), 'arm_7': np.float64(0.09523809523809523), 'arm_8': np.float64(0.06666666666666667), 'arm_1': np.float64(0.0625), 'arm_0': np.float64(0.05555555555555555)}]"
22,22,thompson,True,1,0.02000570297241211,1000,172.88059193406173,"[{'arm_1': np.float64(1.0), 'arm_5': np.float64(0.4852845128850623), 'arm_6': np.float64(0.44250888998105375), 'arm_0': np.float64(0.3181212209956534), 'arm_7': np.float64(0.2939037526007516), 'arm_4': np.float64(0.2904244028818513), 'arm_3': np.float64(0.26389882076442206), 'arm_2': np.float64(0.18392344230383295), 'arm_8': np.float64(0.11540114516237687), 'arm_9': np.float64(0.0017461045445928969)}]","[{'arm_1': np.float64(0.7183967112024666), 'arm_5': np.float64(0.3418181818181818), 'arm_6': np.float64(0.30201342281879195), 'arm_4': np.float64(0.2777777777777778), 'arm_7': np.float64(0.2459016393442623), 'arm_3': np.float64(0.23684210526315788), 'arm_8': np.float64(0.19148936170212766), 'arm_0': np.float64(0.14814814814814814), 'arm_2': np.float64(0.07142857142857142), 'arm_9': np.float64(0.06666666666666667)}]"
23,23,thompson,True,1,0.01999831199645996,1000,172.9597759491818,"[{'arm_7': np.float64(1.0), 'arm_5': np.float64(0.47326262151378523), 'arm_2': np.float64(0.3405168883925925), 'arm_3': np.float64(0.30685812192207124), 'arm_0': np.float64(0.30060918900484623), 'arm_6': np.float64(0.2801399283667969), 'arm_9': np.float64(0.25553386411046575), 'arm_1': np.float64(0.2312470960259136), 'arm_8': np.float64(0.1531508198312671), 'arm_4': np.float64(0.07326529043577606)}]","[{'arm_7': np.float64(0.7461617195496417), 'arm_5': np.float64(0.32338308457711445), 'arm_9': np.float64(0.26666666666666666), 'arm_0': np.float64(0.25688073394495414), 'arm_6': np.float64(0.25555555555555554), 'arm_3': np.float64(0.23404255319148937), 'arm_1': np.float64(0.22549019607843138), 'arm_8': np.float64(0.2), 'arm_2': np.float64(0.12), 'arm_4': np.float64(0.0625)}]"
24,24,thompson,True,1,0.020006418228149414,1000,169.6146537741488,"[{'arm_9': np.float64(1.0), 'arm_6': np.float64(0.4626264717756856), 'arm_0': np.float64(0.4359188502011518), 'arm_2': np.float64(0.2920779840708531), 'arm_8': np.float64(0.27430972241942175), 'arm_1': np.float64(0.21981462320736905), 'arm_4': np.float64(0.13832534212079484), 'arm_3': np.float64(0.1324533902030242), 'arm_5': np.float64(0.08299659843186968), 'arm_7': np.float64(0.021705663809881925)}]","[{'arm_9': np.float64(0.7448347107438017), 'arm_0': np.float64(0.3139745916515426), 'arm_6': np.float64(0.281767955801105), 'arm_2': np.float64(0.2755102040816326), 'arm_4': np.float64(0.2), 'arm_1': np.float64(0.18518518518518517), 'arm_5': np.float64(0.1836734693877551), 'arm_3': np.float64(0.175), 'arm_7': np.float64(0.07692307692307693), 'arm_8': np.float64(0.0625)}]"
25,25,thompson,True,1,0.01920342445373535,1000,186.0074519990543,"[{'arm_4': np.float64(1.0), 'arm_1': np.float64(0.43891903064145327), 'arm_9': np.float64(0.419683842941626), 'arm_7': np.float64(0.3346590252896291), 'arm_3': np.float64(0.31398654270804605), 'arm_0': np.float64(0.20239693456091556), 'arm_2': np.float64(0.13667384253371784), 'arm_5': np.float64(0.09141095249974523), 'arm_8': np.float64(0.06540549633439158), 'arm_6': np.float64(0.005324955439160228)}]","[{'arm_4': np.float64(0.6888217522658611), 'arm_1': np.float64(0.3641703377386197), 'arm_3': np.float64(0.2916666666666667), 'arm_9': np.float64(0.2625), 'arm_7': np.float64(0.25), 'arm_2': np.float64(0.16666666666666666), 'arm_5': np.float64(0.14285714285714285), 'arm_8': np.float64(0.1111111111111111), 'arm_0': np.float64(0.07692307692307693), 'arm_6': np.float64(0.06666666666666667)}]"
26,26,thompson,True,1,0.019999980926513672,1000,185.60984717605743,"[{'arm_9': np.float64(1.0), 'arm_3': np.float64(0.4556492105778307), 'arm_6': np.float64(0.41775041685822895), 'arm_8': np.float64(0.36893279474003343), 'arm_4': np.float64(0.35018956110535965), 'arm_7': np.float64(0.33135365377427733), 'arm_5': np.float64(0.31037353631067904), 'arm_1': np.float64(0.20909928465557948), 'arm_2': np.float64(0.09258282918468097), 'arm_0': np.float64(0.06786780922882968)}]","[{'arm_9': np.float64(0.7119509703779366), 'arm_8': np.float64(0.33624454148471616), 'arm_3': np.float64(0.33519553072625696), 'arm_6': np.float64(0.29347826086956524), 'arm_5': np.float64(0.2824427480916031), 'arm_4': np.float64(0.27835051546391754), 'arm_1': np.float64(0.23636363636363636), 'arm_7': np.float64(0.1951219512195122), 'arm_0': np.float64(0.11764705882352941), 'arm_2': np.float64(0.09523809523809523)}]"
27,27,thompson,True,1,0.01999974250793457,1000,148.67608988102427,"[{'arm_8': np.float64(1.0), 'arm_9': np.float64(0.436903267568343), 'arm_5': np.float64(0.4087701086512936), 'arm_0': np.float64(0.4051571279817778), 'arm_1': np.float64(0.34429158107926033), 'arm_3': np.float64(0.34278771776986583), 'arm_6': np.float64(0.3352120317524641), 'arm_2': np.float64(0.29322441752809053), 'arm_4': np.float64(0.2533318473066852), 'arm_7': np.float64(0.06271265363755635)}]","[{'arm_8': np.float64(0.7739656912209889), 'arm_9': np.float64(0.27983539094650206), 'arm_6': np.float64(0.25925925925925924), 'arm_3': np.float64(0.2471264367816092), 'arm_5': np.float64(0.2288135593220339), 'arm_2': np.float64(0.21705426356589147), 'arm_4': np.float64(0.21348314606741572), 'arm_1': np.float64(0.18032786885245902), 'arm_0': np.float64(0.1724137931034483), 'arm_7': np.float64(0.09090909090909091)}]"
28,28,thompson,True,1,0.019998788833618164,1000,145.19221777613325,"[{'arm_4': np.float64(1.0), 'arm_6': np.float64(0.3620555770035495), 'arm_8': np.float64(0.34367441064274057), 'arm_9': np.float64(0.2622588931703351), 'arm_5': np.float64(0.23331941584080051), 'arm_2': np.float64(0.21510884871793567), 'arm_7': np.float64(0.19027847432219902), 'arm_0': np.float64(0.10663759952612817), 'arm_1': np.float64(0.038438852538271895), 'arm_3': np.float64(0.010425398047486545)}]","[{'arm_4': np.float64(0.7969849246231155), 'arm_8': np.float64(0.25609756097560976), 'arm_6': np.float64(0.24788732394366197), 'arm_2': np.float64(0.2119815668202765), 'arm_9': np.float64(0.1744186046511628), 'arm_5': np.float64(0.16666666666666666), 'arm_7': np.float64(0.16049382716049382), 'arm_1': np.float64(0.1), 'arm_0': np.float64(0.07142857142857142), 'arm_3': np.float64(0.045454545454545456)}]"
29,29,thompson,True,1,0.020001649856567383,1000,267.543530314539,"[{'arm_8': np.float64(1.0), 'arm_0': np.float64(0.4977649615095035), 'arm_3': np.float64(0.49589293072433244), 'arm_7': np.float64(0.28292833667558465), 'arm_2': np.float64(0.22079117781381646), 'arm_4': np.float64(0.1954110522051905), 'arm_6': np.float64(0.16371834860191548), 'arm_5': np.float64(0.12277666484775623), 'arm_9': np.float64(0.11148028551606387), 'arm_1': np.float64(0.05077644274787213)}]","[{'arm_8': np.float64(0.685595567867036), 'arm_0': np.float64(0.4350828729281768), 'arm_3': np.float64(0.40934065934065933), 'arm_4': np.float64(0.28), 'arm_7': np.float64(0.2777777777777778), 'arm_6': np.float64(0.2619047619047619), 'arm_2': np.float64(0.25), 'arm_9': np.float64(0.20833333333333334), 'arm_1': np.float64(0.13333333333333333), 'arm_5': np.float64(0.09090909090909091)}]"
